"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Carroll","Carroll","OH","Columbus, OH","""Columbus, OH""",6140,3.58547008547009,50,,,215000,0.514258999532492,8.91590678824721,0.0321023255813953,,0.0420560747663551,0.111111111111111,65
"City","East Garden City","East Garden City","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6141,7.56303418803419,100,,,762500,0.197109067017083,3.17997293640054,0.0321167213114755,,,,137
"City","Manor Township","Manor Township","PA","Pittsburgh, PA","""Pittsburgh, PA""",6144,1.56623931623932,100,,11.9048,112000,0.448430493273543,3.51201478743068,0.0169821428571428,,0.583333333333333,0.285714285714286,102
"City","Augusta","Augusta","WI","Eau Claire, WI","""Eau Claire, WI""",6145,5.66239316239316,,,,148300,-0.736278447121821,20.5691056910569,0.0372016183412003,,0.0796703296703297,0.0344827586206897,69
"City","Scottdale","Scottdale","PA","Pittsburgh, PA","""Pittsburgh, PA""",6146,5.71688034188034,,,4.8471,94400,0.962566844919786,5.47486033519553,0.0238135593220339,,0.158415841584158,0.01875,100
"City","Chazy","Chazy","NY","Plattsburgh, NY","""Plattsburgh, NY""",6148,1.28205128205128,,,,120400,0.0831255195344971,5.24475524475525,,,0.0941359078679952,0.0364614894281988,83.5
"City","Lynn Township","Lynn Township","PA","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",6149,2.75106837606838,50,,,232300,0.649913344887348,4.03045230631438,0.0280370210934138,,0.050390964378801,0.120689655172414,78
"City","Manteno","Manteno","IL","Kankakee, IL","""Kankakee, IL""",6150,0.972222222222222,83.33,,,173300,-0.630733944954128,-0.516647531572905,0.0341719561454126,,0.106488011283498,0.0860927152317881,104
"City","Lake Hallie","Lake Hallie","WI","Eau Claire, WI","""Eau Claire, WI""",6151,0.642094017094017,100,,,165400,-0.720288115246098,2.16182828906733,0.0273639661426843,,,,71
"City","Monrovia","Monrovia","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6152,6.08226495726496,100,,,377500,0.479105669417088,3.45300082214305,0.0205377483443709,,0.0648401826484018,0.028169014084507,79
"City","Wayne","Wayne","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",6153,0.858974358974359,50,,,487100,0.43298969072165,0.0205338809034908,0.0257113529049477,,0.109375,0.0714285714285714,83
"City","Woodward Township","Woodward Township","PA","DuBois, PA","""DuBois, PA""",6154,9.61965811965812,,,,77700,2.37154150197628,26.5472312703583,,,0.203883495145631,0.0238095238095238,140
"City","Elk Township","Elk Township","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6155,1.40705128205128,100,,13.1043,205400,-0.724987916868052,2.23992035838726,0.0173904576436221,,0.0833333333333333,0.153846153846154,109.5
"City","Town of Caledonia","Town of Caledonia","NY","Rochester, NY","""Rochester, NY""",6156,4.05876068376068,,,,130000,0.775193798449612,10.2629346904156,0.00200769230769238,,0.0849933598937583,0.046875,94
"City","Upton","Upton","MA","Worcester, MA","""Worcester, MA-CT""",6157,6.73076923076923,,,,472600,0.127118644067797,4.69649977846699,0.0329094371561574,,0.0549698795180723,0.0136986301369863,74
"City","Silverado","Silverado","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",6158,4.02991452991453,100,,11.8765,668800,0.556307322207187,1.64133738601824,0.00456638755980854,,0.0628019323671498,0,57
"City","West Monroe","West Monroe","NY","Syracuse, NY","""Syracuse, NY""",6159,5.87713675213675,100,,,137400,0.585651537335286,-1.07991360691145,0.0173362445414846,,0.0408298591734235,0.0555555555555556,118
"City","Bunker Hill","Bunker Hill","IL","St. Louis, MO","""St. Louis, MO-IL""",6160,2.32051282051282,33.33,,,120500,0.416666666666667,8.55855855855856,0.022298755186722,,0.117863720073665,0.046875,148.5
"City","Cambria","Cambria","CA","San Luis Obispo, CA","""San Luis Obispo-Paso Robles-Arroyo Grande, CA""",6161,5.78952991452991,90.91,,,693500,-0.143988480921526,8.29169269206746,0.0263662581110311,,0.035377358490566,0.0333333333333333,81
"City","Town of Stonington","Town of Stonington","CT","New London, CT","""Norwich-New London, CT""",6162,0.227564102564103,60,,,410200,-0.846023688663283,0.860585197934595,0.0187128230131643,,0.0864291934035952,0.0454473336472271,91
"City","Canton Township","Canton Township","PA","Sayre, PA","""Sayre, PA""",6163,0.118589743589744,50,,,118600,-0.252312867956266,5.6099732858415,,,0.135313531353135,0.0487804878048781,268
"City","Woodson Terrace","Woodson Terrace","MO","St. Louis, MO","""St. Louis, MO-IL""",6164,0.151709401709402,75,,,63800,0.314465408805031,-9.11680911680912,-0.00951410658307206,,,,64
"City","Brutus","Brutus","NY","Auburn, NY","""Auburn, NY""",6165,2.86431623931624,,,,128600,0.31201248049922,4.55284552845528,,,0.0988835725677831,0.0483870967741935,112
"City","Garwood","Garwood","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6166,5.16346153846154,100,,,369500,-0.645334767410594,1.26061934776651,0.0447983761840325,,0.063758389261745,0.131578947368421,109
"City","Beaver","Beaver","PA","Pittsburgh, PA","""Pittsburgh, PA""",6167,2.10470085470085,100,,,178300,-0.557724484104852,2.17765042979943,0.0303028603477284,,,,83
"City","Lolo","Lolo","MT","Missoula, MT","""Missoula, MT""",6168,2.72008547008547,,,,248700,0.282258064516129,7.24450194049159,0.0106232408524327,,0.0671140939597315,0.0666666666666667,
"City","Egg Harbor City","Egg Harbor City","NJ","Atlantic City, NJ","""Atlantic City-Hammonton, NJ""",6169,2.56089743589744,,,14.8902,133300,-0.0749625187406297,6.0461416070008,0.0208702175543887,,,,158.5
"City","Cypress Gardens","Cypress Gardens","FL","Lakeland, FL","""Lakeland-Winter Haven, FL""",6170,6.33653846153846,60,,,163600,-0.122100122100122,9.94623655913978,0.0385268948655257,,,,89
"City","Thatcher","Thatcher","AZ","Safford, AZ","""Safford, AZ""",6171,5.04807692307692,100,,,168600,0.357142857142857,1.38304269392664,,,0.154513888888889,0,93
"City","Saint Augustine Beach","Saint Augustine Beach","FL","Jacksonville, FL","""Jacksonville, FL""",6173,2.22542735042735,76.47,,,328000,0.367197062423501,4.16005080978088,0.0230274390243903,,,,88
"City","Franklin","Franklin","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6174,6.65384615384615,100,,,355900,0.678925035360679,5.07824033067612,0.0199072773250912,,,,82
"City","Schriever","Schriever","LA","Houma, LA","""Houma-Thibodaux, LA""",6175,5.28525641025641,100,,,148300,-0.802675585284281,4.14325842696629,0.0330006743088334,,0.14604462474645,0.0277777777777778,115
"City","Murray","Murray","NY","Rochester, NY","""Rochester, NY""",6176,6.20512820512821,100,,,103800,0.678952473326867,4.74268415741675,0.00499999999999989,,,,105
"City","Decatur","Decatur","MI","Kalamazoo, MI","""Kalamazoo-Portage, MI""",6178,4.46581196581197,100,,,105500,0.094876660341556,-3.29972502291476,0.0424549763033175,,,,84.5
"City","Honokaa","Honokaa","HI","Hilo, HI","""Hilo, HI""",6179,5.38675213675214,,,,342600,0,3.47327091513138,,,0.0347222222222222,0.2,125
"City","Yellow Springs","Yellow Springs","OH","Dayton, OH","""Dayton, OH""",6180,1.95726495726496,40,,,193300,1.04547830632514,2.22104706504495,0.0200982928091049,,0.110890343358787,0.0211383065932779,73
"City","Middletown","Middletown","KY","Louisville/Jefferson County, KY","""Louisville/Jefferson County, KY-IN""",6181,9.1025641025641,100,,,212700,0.901328273244782,5.92629482071713,0.0333098260460742,,0.0625,0,62
"City","Dundee","Dundee","FL","Lakeland, FL","""Lakeland-Winter Haven, FL""",6182,9.6741452991453,0,,,123300,1.14848236259229,17.0940170940171,0.0591484184914841,,,,89
"City","Sussex","Sussex","WI","Milwaukee, WI","""Milwaukee-Waukesha-West Allis, WI""",6183,6.71794871794872,100,,,287800,0.629370629370629,4.35097897026831,0.0300138985406533,,0.0419042189281642,0.0136054421768707,68
"City","Capac","Capac","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",6184,4.33760683760684,100,,,130000,0,3.5031847133758,0.0267307692307692,,0.106770833333333,0.024390243902439,84.5
"City","Minnetrista","Minnetrista","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",6186,0.914529914529915,100,,3.1068,490100,0,2.42424242424242,0.00217506631299735,,,,70
"City","Cle Elum","Cle Elum","WA","Ellensburg, WA","""Ellensburg, WA""",6187,7.55982905982906,100,,,293500,0.859106529209622,11.3007205157376,,,0.0897009966777409,0.0185185185185185,66
"City","Hamburg","Hamburg","PA","Reading, PA","""Reading, PA""",6188,6.83333333333333,100,,,138400,0.948212983223924,6.70778720123362,0.0281141618497109,,0.0755968169761273,0.0263157894736842,85
"City","Bellefonte","Bellefonte","PA","State College, PA","""State College, PA""",6189,6.73611111111111,100,,4.4683,174900,1.15673799884326,5.17137702946482,0.0181303602058318,,,,72.5
"City","Rochester","Rochester","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",6190,1.08867521367521,100,,7.9058,395100,-0.503651473180559,1.93498452012384,0.0143128321943811,,0.0537190082644628,0.0769230769230769,73
"City","Vale","Vale","NC","Charlotte, NC","""Charlotte-Concord-Gastonia, NC-SC""",6191,9.40811965811966,,,,98900,1.02145045965271,10.1336302895323,0.0425682507583418,,0.0662589194699287,0.0153846153846154,70
"City","Schuyler Falls","Schuyler Falls","NY","Plattsburgh, NY","""Plattsburgh, NY""",6193,0.398504273504274,,,,119900,0.250836120401338,1.69635284139101,,,0.11840301134067,0.0402934856305873,83.5
"City","East Granby","East Granby","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",6194,0.431623931623932,66.67,,,245100,-0.203583061889251,0.574476815757078,0.023031415748674,,0.106877323420074,0.0521739130434783,83
"City","Woodstock","Woodstock","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",6195,0.75534188034188,75,8.358,,470600,-0.296610169491525,2.99846793609105,0.0215639609009775,,0.0965948575399583,0.0359712230215827,77
"City","Golden Lakes","Golden Lakes","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",6197,7.00961538461539,81.82,,,80100,0.754716981132076,7.80619111709287,0.0175530586766541,,,,102
"City","Allegheny Township","Allegheny Township","PA","Johnstown, PA","""Johnstown, PA""",6198,1.57905982905983,,,,134400,-1.8978102189781,-6.86070686070686,0.015625,,0.110047846889952,0,91
"City","Carlisle","Carlisle","AR","Little Rock, AR","""Little Rock-North Little Rock-Conway, AR""",6199,9.93589743589744,,,,121000,2.54237288135593,22.0988900100908,0.0757520661157025,,0.10062893081761,0,80.5
"City","Blue Point","Blue Point","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6201,4.44337606837607,,,,375400,-0.424403183023873,7.28779651328951,0.0385402237613213,,0.0836762688614541,0.163934426229508,158.5
"City","Round Hill","Round Hill","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6202,3.57905982905983,83.33,,2.5714,468600,0,4.22597864768683,0.0211224925309432,,0.0787878787878788,0.0256410256410256,70
"City","Snowflake","Snowflake","AZ","Show Low, AZ","""Show Low, AZ""",6203,9.31089743589744,,,,168100,1.50966183574879,10.0130890052356,,,0.109785202863962,0.0217391304347826,90
"City","Menands","Menands","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",6207,1.47115384615385,,,,210300,0.286123032904149,3.64711680630853,0.015206847360913,,0.0737527114967462,0.0588235294117647,92
"City","Barling","Barling","AR","Fort Smith, AR","""Fort Smith, AR-OK""",6210,9.05982905982906,,,,104300,1.06589147286822,10.0210970464135,0.0441610738255034,,0.0867158671586716,0.106382978723404,100.5
"City","South Pasadena","South Pasadena","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",6211,6.46688034188034,100,,,187700,-0.159574468085106,7.13470319634703,0.0303036760788493,,,,76
"City","Carver","Carver","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",6212,4.05021367521368,66.67,,,321800,-0.124146492861577,6.52101952995697,0.0209384711000622,,0.0486685032139578,0.0188679245283019,82
"City","Narberth","Narberth","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6214,2.44123931623932,100,,,418800,0.0238834487700024,2.67222358421182,0.017227793696275,,,,85
"City","Bensley","Bensley","VA","Richmond, VA","""Richmond, VA""",6215,7.32051282051282,100,,,131800,0.53394355453852,4.6031746031746,0.0292412746585735,,,,68
"City","High Ridge","High Ridge","MO","St. Louis, MO","""St. Louis, MO-IL""",6216,1.33333333333333,,,,147400,-0.0677966101694915,4.02258292166549,0.0201356852103121,,0.115536637275768,0.0315789473684211,69
"City","Mountain Lakes","Mountain Lakes","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6217,5.44123931623932,100,,5.9473,811100,0.185276679841897,4.10730329867796,0.0179238071754408,,0.0557823129251701,0.024390243902439,111
"City","East Palatka","East Palatka","FL","Palatka, FL","""Palatka, FL""",6218,4.03205128205128,100,,,140000,-0.497512437810945,8.2753286929621,,,0.128358208955224,0.0465116279069767,111
"City","Dundee","Dundee","OR","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",6219,7.48504273504274,100,,15.0734,306400,0.855826201448321,10.6936416184971,0.0458387728459531,,0.0357142857142857,0.0476190476190476,58
"City","Glenarden","Glenarden","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6220,4.00747863247863,100,,5.5314,264300,0.877862595419847,5.08946322067594,0.0232236095346197,,,,90.5
"City","Mahoning Township","Mahoning Township","PA","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",6221,3.06944444444444,100,,,164600,0.182592818015825,-0.423472474289171,0.019003645200486,,0.103215561730846,0.0576923076923077,115
"City","Crozet","Crozet","VA","Charlottesville, VA","""Charlottesville, VA""",6222,9.05128205128205,100,,,331500,0.36330608537693,7.00451904454487,0.0285429864253393,,0.0640834575260805,0.0116279069767442,93
"City","Cass City","Cass City","MI",,,6223,6.70833333333333,100,,,81300,0.246609124537608,8.25565912117177,,,0.137152777777778,0.0379746835443038,107.5
"City","East Dundee","East Dundee","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",6224,2.37606837606838,33.33,,,185100,0.32520325203252,6.44048303622772,0.0296758508914101,,,,83
"City","Key Largo","Key Largo","FL","Key West, FL","""Key West, FL""",6228,9.88247863247863,,,,583900,0.62036877477167,8.43082636954503,,,0.0539887187751813,0.0149253731343284,148.5
"City","Middle Paxton","Middle Paxton","PA","Harrisburg, PA","""Harrisburg-Carlisle, PA""",6229,6.36431623931624,,,,184200,0.600764609503004,5.13698630136986,0.0273181324647123,,0.0678787878787879,0.0178571428571429,80
"City","Wheatland","Wheatland","CA","Yuba City, CA","""Yuba City, CA""",6230,8.80876068376068,100,,,283600,0.85348506401138,8.20297596337276,0.0452750352609308,,0.0899830220713073,0.0188679245283019,55
"City","Archdale","Archdale","NC","Greensboro, NC","""Greensboro-High Point, NC""",6231,4.47649572649573,100,,,124800,0.321543408360129,4.26065162907268,0.038173076923077,,0.0996649916247906,0.0630252100840336,72.5
"City","Westville","Westville","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6232,0.528846153846154,75,,21.7307,136100,0.220913107511046,4.85362095531587,0.022850844966936,,0.173571428571429,0.156378600823045,109.5
"City","Harding Township","Harding Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6235,3.61645299145299,75,,5.1072,1124800,-0.0533143771103608,2.83415615286158,0.0151386913229019,,0.0685656335573468,0,111
"City","Richfield","Richfield","OH","Akron, OH","""Akron, OH""",6236,1.7008547008547,,,,260200,-0.344695518958254,1.75987485334376,0.0346387394312067,,0.0492898913951546,0.0677966101694915,63
"City","Crystal Lake","Crystal Lake","FL","Lakeland, FL","""Lakeland-Winter Haven, FL""",6237,9.9957264957265,100,,,88900,1.36830102622577,17.9045092838196,0.049808773903262,,,,89
"City","Salem","Salem","CT","New London, CT","""Norwich-New London, CT""",6238,1.43803418803419,100,,,251000,0.319744204636291,5.41789164216716,0.0114741035856574,,0.11318553092182,0.0618556701030928,91
"City","Tecumseh","Tecumseh","MI","Adrian, MI","""Adrian, MI""",6239,8.68910256410256,66.67,,,149400,0.74173971679029,17.7304964539007,,,0.0722128378378378,0.00584795321637427,81
"City","Sea Cliff","Sea Cliff","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6240,7.28739316239316,100,,,689500,-0.202634245187437,5.49265605875153,0.0279405366207397,,0.0481430536451169,0,137
"City","Stanley","Stanley","WI","Eau Claire, WI","""Eau Claire, WI""",6242,4.03632478632479,,,,130300,-0.761614623000762,8.67389491242702,0.0246815042210284,,0.0887573964497042,0,71
"City","Sugar Creek","Sugar Creek","MO","Kansas City, MO","""Kansas City, MO-KS""",6244,5.3525641025641,100,,,72700,0.832177531206657,13.4165366614665,0.0303576341127922,,0.287234042553191,0.0277777777777778,60
"City","Linden","Linden","NC","Fayetteville, NC","""Fayetteville, NC""",6245,7.89316239316239,100,,,186000,-0.161030595813205,2.93303818483675,0.0554677419354839,,,,101
"City","Rutherford","Rutherford","PA","Harrisburg, PA","""Harrisburg-Carlisle, PA""",6246,7.03846153846154,100,,,143400,0.631578947368421,5.44117647058824,0.0268340306834032,,,,80
"City","Bellevue","Bellevue","KY","Cincinnati, OH","""Cincinnati, OH-KY-IN""",6247,7.91559829059829,100,,,114600,0.70298769771529,11.046511627907,0.0375567190226875,,0.112565445026178,0.00775193798449612,70
"City","Hainesport","Hainesport","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6248,1.58119658119658,100,,7.6267,270800,0.482374768089054,-0.294550810014728,0.00548375184638106,,0.0795053003533569,0.133333333333333,117
"City","Pleasant View","Pleasant View","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",6249,9.76388888888889,100,,,205100,1.13412228796844,11.8320610687023,0.0438225255972697,,0.0603053435114504,0,61
"City","Town of Deerfield","Town of Deerfield","WI","Madison, WI","""Madison, WI""",6250,9.84401709401709,100,,,226800,1.11457868925546,9.35390549662488,0.0337742504409171,,0.0431034482758621,0,66
"City","Little Britain Township","Little Britain Township","PA","Lancaster, PA","""Lancaster, PA""",6251,7.88034188034188,100,,,239100,1.57179269328802,5.0989010989011,0.0276662484316186,,,,73
"City","Sugarloaf Township","Sugarloaf Township","PA","Scranton, PA","""Scranton--Wilkes-Barre--Hazleton, PA""",6252,3.10683760683761,,,3.889,173100,-0.345423143350604,4.65538089480048,0.0323801270941653,,0.0757575757575757,0.06,98
"City","Andover","Andover","OH","Ashtabula, OH","""Ashtabula, OH""",6253,2.98076923076923,100,,,87800,-2.44444444444444,10.440251572327,,,0.140762463343109,0.0625,91
"City","Medford Lakes","Medford Lakes","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6254,2.71794871794872,100,,,273400,0.219941348973607,1.63568773234201,0.0122201901975127,,,,117
"City","Liberty","Liberty","NC","Greensboro, NC","""Greensboro-High Point, NC""",6255,3.13461538461538,100,,,131800,0.0759301442672741,5.0199203187251,0.0380273141122913,,0.095679012345679,0.0752688172043011,72.5
"City","Randall","Randall","WI","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",6256,4.91132478632479,50,,,271300,1.11815132314573,6.43389564535112,0.0330003685956506,,,,69
"City","Sinking Spring","Sinking Spring","PA","Reading, PA","""Reading, PA""",6257,0.307692307692308,0,,11.4236,168600,0.118764845605701,2.36794171220401,0.0309015421115064,,,,85
"City","New Brighton","New Brighton","PA","Pittsburgh, PA","""Pittsburgh, PA""",6259,6.125,0,,,71100,1.13798008534851,13.2165605095541,0.0386075949367088,,0.123038292529818,0.0510204081632653,83
"City","Twin Lakes","Twin Lakes","WI","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",6260,7.97542735042735,50,,,196600,0.665642601126472,12.4070897655803,0.0509206510681588,,0.08,0.0175438596491228,69
"City","Placitas","Placitas","NM","Albuquerque, NM","""Albuquerque, NM""",6261,1.03205128205128,,,,365800,0.274122807017544,2.89732770745429,0.00156369600874795,,0.0902255639097744,0.0416666666666667,67
"City","Clarendon","Clarendon","NY","Rochester, NY","""Rochester, NY""",6262,4.04594017094017,,,,120300,0.922818791946309,8.28082808280828,-0.000922693266832919,,0.0754214729370009,0.105882352941176,105
"City","Danville","Danville","NH","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",6264,3.0982905982906,80,,,302400,0.33178500331785,6.40394088669951,0.0210449735449736,,0.0350877192982456,0.0769230769230769,68
"City","Ashburnham","Ashburnham","MA","Worcester, MA","""Worcester, MA-CT""",6266,4.34508547008547,100,,,234900,0.384615384615385,6.1455038409399,0.0366240953597274,,0.0756159728122345,0.157303370786517,74
"City","Charlotte","Charlotte","MI","Lansing, MI","""Lansing-East Lansing, MI""",6267,6.59081196581197,91.67,,,142200,0.779588944011339,10.833982852689,0.0356258790436006,,0.112959719789842,0.0103359173126615,67
"City","Waverly","Waverly","NY","Binghamton, NY","""Binghamton, NY""",6268,5.95833333333333,100,,,87200,-1.13378684807256,1.86915887850467,0.0561582568807339,,0.123006833712984,0.0277777777777778,133
"City","Great Mills","Great Mills","MD","California-Lexington Park, MD","""California-Lexington Park, MD""",6269,2.86645299145299,,,,228000,0.529100529100529,0.884955752212389,,,0.278471138845554,0.030812324929972,111
"City","Thompsons Station","Thompsons Station","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",6271,9.48076923076923,96.67,1.3726,1.2821,323100,1.12676056338028,11.3753877973113,0.0361745589600744,,0.0550038197097021,0.0138888888888889,56
"City","North Hampton","North Hampton","NH","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",6273,3.31837606837607,91.67,,,501600,-0.377358490566038,8.22006472491909,0.0286303827751195,,0.0313479623824451,0.1,68
"City","Elizabeth","Elizabeth","IN","Louisville/Jefferson County, KY","""Louisville/Jefferson County, KY-IN""",6274,1.92628205128205,,,,123000,-0.726392251815981,8.08435852372583,0.0447886178861789,,0.110498452380952,0.0923305325327763,62.5
"City","Carson City","Carson City","MI","Grand Rapids, MI","""Grand Rapids-Wyoming, MI""",6275,2.72542735042735,,,,85300,1.78997613365155,0.117370892018779,0.0300234466588511,,0.117088607594937,0.0810810810810811,86
"City","Montpelier","Montpelier","VA","Richmond, VA","""Richmond, VA""",6277,7.68376068376068,100,,4.8295,274200,0.697759823723834,6.52680652680653,0.0281291028446389,,0.0546075085324232,0.046875,70
"City","Waveland","Waveland","MS","Gulfport, MS","""Gulfport-Biloxi-Pascagoula, MS""",6278,3.48931623931624,,,,106300,0.662878787878788,5.87649402390438,0.0316086547507055,,0.174863387978142,0.0520833333333333,
"City","Bethel","Bethel","PA","Reading, PA","""Reading, PA""",6280,4.93162393162393,,,,174100,-0.0574052812858783,1.81286549707602,0.0309017805858702,,0.057742782152231,0,85
"City","Lathrup Village","Lathrup Village","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",6281,2.19871794871795,75,,,198600,-0.100603621730382,11.887323943662,0.0330211480362537,,,,65
"City","East Amwell Township","East Amwell Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6282,7.00854700854701,,,,394900,1.07499360122856,4.41565309360127,0.0217599392251202,,0.053014553014553,0.0784313725490196,122
"City","Royal","Royal","AR","Hot Springs, AR","""Hot Springs, AR""",6283,6.61004273504274,,,,159700,0.693568726355612,8.12457684495599,0.0371696931747025,,0.102272727272727,0.0555555555555556,98
"City","Atlantic Highlands","Atlantic Highlands","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",6285,7.98504273504274,,,,409400,0.244857982370225,6.89295039164491,0.0370175867122617,,0.0689886135298058,0.058252427184466,125
"City","Charleroi","Charleroi","PA","Pittsburgh, PA","""Pittsburgh, PA""",6286,4.27029914529915,66.67,,,53400,0.564971751412429,-9.64467005076142,0.0323220973782772,,,,109
"City","Northfield","Northfield","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",6287,7.20299145299145,100,,,567700,0.673878347224685,2.47292418772563,0.0315994363220011,,,,88
"City","Casco","Casco","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",6288,7.63675213675214,,,,220200,-0.586907449209932,4.85714285714286,0.0317711171662125,,0.0543259557344064,0,84.5
"City","Newberry","Newberry","FL","Gainesville, FL","""Gainesville, FL""",6289,1.52991452991453,66.67,,,189800,0.529661016949152,5.56173526140156,0.0187618545837724,,0.0903405142460042,0.0538461538461538,82
"City","North Hanover","North Hanover","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",6290,2.15598290598291,100,,,321300,0.437636761487965,0.626370184779204,0.0107843137254902,,0.0929791271347249,0.0816326530612245,117
"City","Summerside","Summerside","OH","Cincinnati, OH","""Cincinnati, OH-KY-IN""",6291,0.44017094017094,50,,,126400,0.158478605388273,1.28205128205128,0.034382911392405,,,,65.5
"City","Phoenix","Phoenix","OR","Medford, OR","""Medford, OR""",6292,7.24893162393162,100,,17.4705,246700,0.24380333197887,7.87057280279843,0.0360721524118361,,,,69
"City","Olivet","Olivet","MI","Lansing, MI","""Lansing-East Lansing, MI""",6293,4.43162393162393,100,,,126900,0.63441712926249,2.42130750605327,0.0353349093774626,,0.142857142857143,0.012987012987013,73
"City","Windber","Windber","PA","Somerset, PA","""Somerset, PA""",6294,0.986111111111111,100,,,63000,0.318471337579618,-5.26315789473684,,,0.152740341419587,0.0352941176470588,
"City","Plainfield Township","Plainfield Township","PA","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",6295,0.971153846153846,50,,9.9498,218000,0.55350553505535,3.56294536817102,0.0299128440366971,,,,79
"City","Town of Warrensburg","Town of Warrensburg","NY","Glens Falls, NY","""Glens Falls, NY""",6296,2.33333333333333,,,,154200,0,10.3793843951324,0.024046692607004,,0.089171974522293,0.0952380952380952,109
"City","Felton","Felton","CA","Santa Cruz, CA","""Santa Cruz-Watsonville, CA""",6297,9.98397435897436,100,,,607400,1.52097609894702,12.7110781221006,0.045286466908133,,0.0450360937326472,0,53
"City","Pierre Part","Pierre Part","LA",,,6298,6.82371794871795,100,,,141900,-0.140745953553835,6.13313388182498,,,0.0997375328083989,0,
"City","Horicon","Horicon","WI","Beaver Dam, WI","""Beaver Dam, WI""",6301,4.81410256410256,75,,4.0705,127200,0.952380952380952,5.21091811414392,,,0.0818505338078292,0.0144927536231884,90
"City","Town of Pittsfield","Town of Pittsfield","NH","Concord, NH","""Concord, NH""",6302,3.80769230769231,85.71,,,194100,0.0515463917525773,2.75277924827951,,,0.0759493670886076,0,70
"City","Paxtonia","Paxtonia","PA","Harrisburg, PA","""Harrisburg-Carlisle, PA""",6303,0.895299145299145,75,,,168500,0.958657878969443,0.837821663674446,0.0161483679525223,,,,80
"City","Scottsville","Scottsville","VA","Charlottesville, VA","""Charlottesville, VA""",6305,6.03739316239316,100,,,179800,-0.166574125485841,6.20200826934436,0.0293047830923248,,0.116438356164384,0.0168067226890756,93
"City","Town of Wayland","Town of Wayland","NY","Corning, NY","""Corning, NY""",6306,0.427350427350427,,,,72300,-0.823045267489712,-12.043795620438,,,0.127090301003344,0.0657894736842105,129.5
